2024-05-23 06:33:29 
2024-05-23 06:33:29 *******                      *******
2024-05-23 06:33:29 ******* перезапуск программы *******
2024-05-23 06:33:29 *******                      *******
2024-05-23 06:33:29 
2024-05-23 18:21:33 skip_battle = None
2024-05-23 18:21:34 id_st = None
2024-05-23 18:21:34 skip_battle = None
2024-05-23 18:21:34 id_st = None
2024-05-23 18:21:34 skip_battle = None
2024-05-23 18:21:35 id_st = None
2024-05-23 18:21:35 skip_battle = None
2024-05-23 18:21:35 id_st = None
2024-05-23 18:21:35 skip_battle = None
2024-05-23 18:21:35 id_st = None
2024-05-23 18:21:36 skip_battle = None
2024-05-23 18:21:36 id_st = None
2024-05-23 18:21:36 skip_battle = None
2024-05-23 18:21:36 id_st = None
2024-05-23 18:21:37 skip_battle = None
2024-05-23 18:21:37 id_st = None
2024-05-23 18:21:37 skip_battle = None
2024-05-23 18:21:37 id_st = None
2024-05-23 18:21:38 skip_battle = None
2024-05-23 18:21:38 id_st = None
2024-05-23 18:21:38 skip_battle = None
2024-05-23 18:21:38 id_st = None
2024-05-23 18:21:39 skip_battle = None
2024-05-23 18:21:39 id_st = None
2024-05-23 18:21:39 skip_battle = None
2024-05-23 18:21:39 id_st = None
2024-05-23 18:21:40 skip_battle = None
2024-05-23 18:21:40 id_st = None
2024-05-23 18:21:40 skip_battle = None
2024-05-23 18:21:40 id_st = None
2024-05-23 18:21:40 skip_battle = Point(x=433, y=114)
2024-05-23 18:21:41 raptor = None
2024-05-23 18:21:41 arachne = None
2024-05-23 18:21:41 krysa = Point(x=807, y=148)
2024-05-23 18:21:41 kiki = None
2024-05-23 18:21:41 station_master.enemy_battle
2024-05-23 18:21:41  поиск battle_end, skip_battle, dog
2024-05-23 18:21:41 dog = Point(x=80, y=619)
2024-05-23 18:21:41 нажал на собаку
2024-05-23 18:21:41 fun.move_to_click
2024-05-23 18:21:44 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:21:46 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:21:46 skip_battle = Point(x=432, y=115)
2024-05-23 18:21:46 fun.move_to_click
2024-05-23 18:21:49 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:21:51 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:21:51 нажать закрыть в конце боя
2024-05-23 18:21:51 fun.push_close_all_
2024-05-23 18:21:52 fun.close_popup_window
2024-05-23 18:21:52 fun.push_close
2024-05-23 18:21:52 fun.move_to_click
2024-05-23 18:21:55 skip_battle1_end_ver = None
2024-05-23 18:21:55 выход из 'enemy_battle
2024-05-23 18:21:55 id_st = None
2024-05-23 18:21:56 skip_battle = None
2024-05-23 18:21:56 id_st = None
2024-05-23 18:21:56 skip_battle = None
2024-05-23 18:21:56 id_st = None
2024-05-23 18:21:57 skip_battle = None
2024-05-23 18:21:57 id_st = None
2024-05-23 18:21:57 skip_battle = None
2024-05-23 18:21:57 id_st = None
2024-05-23 18:21:58 skip_battle = None
2024-05-23 18:21:58 id_st = None
2024-05-23 18:21:58 skip_battle = None
2024-05-23 18:21:58 id_st = None
2024-05-23 18:21:59 skip_battle = None
2024-05-23 18:21:59 id_st = None
2024-05-23 18:21:59 skip_battle = None
2024-05-23 18:21:59 id_st = None
2024-05-23 18:22:00 skip_battle = None
2024-05-23 18:22:00 id_st = None
2024-05-23 18:22:00 skip_battle = None
2024-05-23 18:22:00 id_st = None
2024-05-23 18:22:00 skip_battle = None
2024-05-23 18:22:01 id_st = None
2024-05-23 18:22:01 skip_battle = None
2024-05-23 18:22:01 id_st = None
2024-05-23 18:22:01 skip_battle = None
2024-05-23 18:22:02 id_st = None
2024-05-23 18:22:02 skip_battle = None
2024-05-23 18:22:02 id_st = None
2024-05-23 18:22:02 skip_battle = None
2024-05-23 18:22:02 id_st = None
2024-05-23 18:22:03 skip_battle = None
2024-05-23 18:22:03 id_st = None
2024-05-23 18:22:03 skip_battle = None
2024-05-23 18:22:03 id_st = None
2024-05-23 18:22:04 skip_battle = None
2024-05-23 18:22:04 id_st = None
2024-05-23 18:22:04 skip_battle = None
2024-05-23 18:22:04 id_st = None
2024-05-23 18:22:05 skip_battle = None
2024-05-23 18:22:05 id_st = None
2024-05-23 18:22:05 skip_battle = None
2024-05-23 18:22:05 post = Point(x=372, y=178)
2024-05-23 18:22:06 attack = Point(x=301, y=681)
2024-05-23 18:22:06 fun.move_to_click
2024-05-23 18:22:09 id_st = None
2024-05-23 18:22:09 skip_battle = Point(x=433, y=114)
2024-05-23 18:22:09 raptor = None
2024-05-23 18:22:10 arachne = None
2024-05-23 18:22:10 krysa = None
2024-05-23 18:22:10 kiki = None
2024-05-23 18:22:10 station_master.enemy_battle
2024-05-23 18:22:10  поиск battle_end, skip_battle, dog
2024-05-23 18:22:10 dog = Point(x=80, y=619)
2024-05-23 18:22:10 нажал на собаку
2024-05-23 18:22:10 fun.move_to_click
2024-05-23 18:22:13 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:22:15 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:22:15 skip_battle = Point(x=432, y=115)
2024-05-23 18:22:15 fun.move_to_click
2024-05-23 18:22:18 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:22:20 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:22:21 нажать закрыть в конце боя
2024-05-23 18:22:21 fun.push_close_all_
2024-05-23 18:22:21 fun.close_popup_window
2024-05-23 18:22:21 fun.push_close
2024-05-23 18:22:21 fun.move_to_click
2024-05-23 18:22:25 skip_battle1_end_ver = None
2024-05-23 18:22:25 выход из 'enemy_battle
2024-05-23 18:22:25 id_st = Point(x=431, y=686)
2024-05-23 18:22:25 ст. Боровицкая
2024-05-23 18:22:26 touring.event_gifts
2024-05-23 18:22:27 pos_gift = None
2024-05-23 18:22:27 pos_gift = None
2024-05-23 18:22:27 touring.traffic_on_the_map
2024-05-23 18:22:27 touring.to_map
2024-05-23 18:22:28 turgenev_st = None
2024-05-23 18:22:33 ev_map = 0
2024-05-23 18:22:33 pos_stan = Point(x=269, y=439), stan[1] = img/tonelli/k_Biblioteka.png
2024-05-23 18:22:33 touring.poisk
2024-05-23 18:22:35 point_poisk = Point(x=269, y=440), confidence_poisk = 0.98
2024-05-23 18:22:35 fun.move_to_click
2024-05-23 18:22:37 touring.tunnel_events
2024-05-23 18:22:38 id_st = Point(x=431, y=686)
2024-05-23 18:22:38 info = Point(x=125, y=158)
2024-05-23 18:22:38 ст. Библиотека им. Ленина
2024-05-23 18:22:39 touring.event_gifts
2024-05-23 18:22:40 pos_gift = None
2024-05-23 18:22:40 pos_gift = None
2024-05-23 18:22:40 touring.traffic_on_the_map
2024-05-23 18:22:40 touring.to_map
2024-05-23 18:22:42 turgenev_st = None
2024-05-23 18:22:47 ev_map = 0
2024-05-23 18:22:47 pos_stan = Point(x=484, y=514), stan[1] = img/tonelli/k_Kropotkin.png
2024-05-23 18:22:47 touring.poisk
2024-05-23 18:22:48 point_poisk = Point(x=484, y=515), confidence_poisk = 0.97
2024-05-23 18:22:48 fun.move_to_click
2024-05-23 18:22:50 touring.tunnel_events
2024-05-23 18:22:51 id_st = None
2024-05-23 18:22:52 info = Point(x=125, y=158)
2024-05-23 18:22:52 skip_battle = None
2024-05-23 18:22:52 id_st = None
2024-05-23 18:22:52 skip_battle = None
2024-05-23 18:22:52 id_st = None
2024-05-23 18:22:53 skip_battle = None
2024-05-23 18:22:53 id_st = None
2024-05-23 18:22:53 skip_battle = None
2024-05-23 18:22:53 id_st = None
2024-05-23 18:22:54 skip_battle = None
2024-05-23 18:22:54 id_st = None
2024-05-23 18:22:54 skip_battle = None
2024-05-23 18:22:54 id_st = None
2024-05-23 18:22:55 skip_battle = None
2024-05-23 18:22:55 id_st = None
2024-05-23 18:22:56 skip_battle = None
2024-05-23 18:22:57 id_st = None
2024-05-23 18:22:58 skip_battle = None
2024-05-23 18:22:58 id_st = None
2024-05-23 18:22:58 skip_battle = None
2024-05-23 18:22:58 id_st = None
2024-05-23 18:22:59 skip_battle = None
2024-05-23 18:22:59 id_st = None
2024-05-23 18:22:59 skip_battle = None
2024-05-23 18:22:59 id_st = None
2024-05-23 18:23:00 skip_battle = None
2024-05-23 18:23:00 id_st = None
2024-05-23 18:23:00 skip_battle = None
2024-05-23 18:23:00 id_st = None
2024-05-23 18:23:01 skip_battle = None
2024-05-23 18:23:01 id_st = None
2024-05-23 18:23:01 skip_battle = Point(x=433, y=114)
2024-05-23 18:23:01 raptor = None
2024-05-23 18:23:01 arachne = None
2024-05-23 18:23:01 krysa = Point(x=807, y=148)
2024-05-23 18:23:02 kiki = None
2024-05-23 18:23:02 station_master.enemy_battle
2024-05-23 18:23:02  поиск battle_end, skip_battle, dog
2024-05-23 18:23:02 dog = Point(x=80, y=619)
2024-05-23 18:23:02 нажал на собаку
2024-05-23 18:23:02 fun.move_to_click
2024-05-23 18:23:05 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:23:06 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:23:07 skip_battle = Point(x=432, y=115)
2024-05-23 18:23:07 fun.move_to_click
2024-05-23 18:23:11 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:23:12 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:23:13 нажать закрыть в конце боя
2024-05-23 18:23:13 fun.push_close_all_
2024-05-23 18:23:13 fun.close_popup_window
2024-05-23 18:23:13 fun.push_close
2024-05-23 18:23:13 fun.move_to_click
2024-05-23 18:23:17 skip_battle1_end_ver = None
2024-05-23 18:23:17 выход из 'enemy_battle
2024-05-23 18:23:17 id_st = None
2024-05-23 18:23:17 skip_battle = None
2024-05-23 18:23:17 id_st = None
2024-05-23 18:23:18 skip_battle = None
2024-05-23 18:23:18 id_st = None
2024-05-23 18:23:18 skip_battle = None
2024-05-23 18:23:18 id_st = None
2024-05-23 18:23:19 skip_battle = None
2024-05-23 18:23:19 id_st = None
2024-05-23 18:23:19 skip_battle = None
2024-05-23 18:23:19 id_st = None
2024-05-23 18:23:19 skip_battle = None
2024-05-23 18:23:20 id_st = None
2024-05-23 18:23:20 skip_battle = None
2024-05-23 18:23:20 id_st = None
2024-05-23 18:23:20 skip_battle = None
2024-05-23 18:23:21 id_st = None
2024-05-23 18:23:21 skip_battle = None
2024-05-23 18:23:21 id_st = None
2024-05-23 18:23:21 skip_battle = None
2024-05-23 18:23:21 id_st = None
2024-05-23 18:23:22 skip_battle = None
2024-05-23 18:23:22 id_st = None
2024-05-23 18:23:22 skip_battle = None
2024-05-23 18:23:22 id_st = None
2024-05-23 18:23:23 skip_battle = None
2024-05-23 18:23:23 id_st = None
2024-05-23 18:23:23 skip_battle = None
2024-05-23 18:23:23 id_st = None
2024-05-23 18:23:24 skip_battle = None
2024-05-23 18:23:24 id_st = None
2024-05-23 18:23:24 skip_battle = None
2024-05-23 18:23:24 id_st = None
2024-05-23 18:23:25 skip_battle = None
2024-05-23 18:23:25 id_st = None
2024-05-23 18:23:25 skip_battle = None
2024-05-23 18:23:25 id_st = None
2024-05-23 18:23:26 skip_battle = None
2024-05-23 18:23:26 id_st = None
2024-05-23 18:23:27 skip_battle = None
2024-05-23 18:23:27 post = Point(x=372, y=178)
2024-05-23 18:23:28 attack = Point(x=301, y=681)
2024-05-23 18:23:28 fun.move_to_click
2024-05-23 18:23:31 id_st = None
2024-05-23 18:23:31 skip_battle = Point(x=433, y=114)
2024-05-23 18:23:32 raptor = None
2024-05-23 18:23:32 arachne = None
2024-05-23 18:23:32 krysa = None
2024-05-23 18:23:32 kiki = None
2024-05-23 18:23:32 station_master.enemy_battle
2024-05-23 18:23:32  поиск battle_end, skip_battle, dog
2024-05-23 18:23:32 dog = Point(x=80, y=619)
2024-05-23 18:23:32 нажал на собаку
2024-05-23 18:23:32 fun.move_to_click
2024-05-23 18:23:35 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:23:37 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:23:37 skip_battle = Point(x=432, y=115)
2024-05-23 18:23:37 fun.move_to_click
2024-05-23 18:23:40 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:23:41 skip_battle = Point(x=433, y=115)
2024-05-23 18:23:41 fun.move_to_click
2024-05-23 18:23:44 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:23:45 нажать закрыть в конце боя
2024-05-23 18:23:45 fun.push_close_all_
2024-05-23 18:23:45 fun.close_popup_window
2024-05-23 18:23:45 fun.push_close
2024-05-23 18:23:45 fun.move_to_click
2024-05-23 18:23:49 skip_battle1_end_ver = None
2024-05-23 18:23:49 выход из 'enemy_battle
2024-05-23 18:23:49 id_st = Point(x=412, y=686)
2024-05-23 18:23:49 ст. Кропоткинская
2024-05-23 18:23:50 touring.event_gifts
2024-05-23 18:23:51 pos_gift = None
2024-05-23 18:23:51 pos_gift = None
2024-05-23 18:23:51 touring.traffic_on_the_map
2024-05-23 18:23:51 touring.to_map
2024-05-23 18:23:52 turgenev_st = None
2024-05-23 18:23:57 ev_map = 0
2024-05-23 18:23:57 pos_stan = Point(x=168, y=522), stan[1] = img/tonelli/k_Park_kr.png
2024-05-23 18:23:57 touring.poisk
2024-05-23 18:23:58 point_poisk = Point(x=168, y=523), confidence_poisk = 0.99
2024-05-23 18:23:58 fun.move_to_click
2024-05-23 18:24:01 touring.tunnel_events
2024-05-23 18:24:02 id_st = None
2024-05-23 18:24:02 info = Point(x=125, y=158)
2024-05-23 18:24:02 skip_battle = None
2024-05-23 18:24:02 id_st = None
2024-05-23 18:24:03 skip_battle = None
2024-05-23 18:24:03 id_st = None
2024-05-23 18:24:03 skip_battle = None
2024-05-23 18:24:03 id_st = None
2024-05-23 18:24:03 skip_battle = None
2024-05-23 18:24:04 id_st = None
2024-05-23 18:24:04 skip_battle = None
2024-05-23 18:24:04 id_st = None
2024-05-23 18:24:04 skip_battle = None
2024-05-23 18:24:05 id_st = None
2024-05-23 18:24:05 skip_battle = None
2024-05-23 18:24:05 id_st = None
2024-05-23 18:24:05 skip_battle = None
2024-05-23 18:24:05 id_st = None
2024-05-23 18:24:06 skip_battle = None
2024-05-23 18:24:06 id_st = None
2024-05-23 18:24:06 skip_battle = None
2024-05-23 18:24:06 id_st = None
2024-05-23 18:24:07 skip_battle = None
2024-05-23 18:24:07 id_st = None
2024-05-23 18:24:07 skip_battle = None
2024-05-23 18:24:07 id_st = None
2024-05-23 18:24:08 skip_battle = None
2024-05-23 18:24:08 id_st = None
2024-05-23 18:24:08 skip_battle = None
2024-05-23 18:24:08 id_st = None
2024-05-23 18:24:09 skip_battle = None
2024-05-23 18:24:09 id_st = None
2024-05-23 18:24:09 skip_battle = None
2024-05-23 18:24:09 id_st = None
2024-05-23 18:24:09 skip_battle = None
2024-05-23 18:24:10 id_st = None
2024-05-23 18:24:10 skip_battle = None
2024-05-23 18:24:10 id_st = None
2024-05-23 18:24:10 skip_battle = None
2024-05-23 18:24:11 id_st = None
2024-05-23 18:24:11 skip_battle = None
2024-05-23 18:24:11 id_st = None
2024-05-23 18:24:11 skip_battle = Point(x=433, y=114)
2024-05-23 18:24:11 raptor = None
2024-05-23 18:24:12 arachne = Point(x=805, y=148)
2024-05-23 18:24:12 krysa = None
2024-05-23 18:24:12 kiki = None
2024-05-23 18:24:12 station_master.enemy_battle
2024-05-23 18:24:12  поиск battle_end, skip_battle, dog
2024-05-23 18:24:12 dog = Point(x=80, y=619)
2024-05-23 18:24:12 нажал на собаку
2024-05-23 18:24:12 fun.move_to_click
2024-05-23 18:24:15 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:24:17 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:24:17 skip_battle = Point(x=432, y=115)
2024-05-23 18:24:17 fun.move_to_click
2024-05-23 18:24:20 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:24:22 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:24:22 нажать закрыть в конце боя
2024-05-23 18:24:22 fun.push_close_all_
2024-05-23 18:24:23 fun.close_popup_window
2024-05-23 18:24:23 fun.push_close
2024-05-23 18:24:23 fun.move_to_click
2024-05-23 18:24:26 skip_battle1_end_ver = None
2024-05-23 18:24:26 выход из 'enemy_battle
2024-05-23 18:24:26 id_st = None
2024-05-23 18:24:27 skip_battle = None
2024-05-23 18:24:27 id_st = None
2024-05-23 18:24:27 skip_battle = None
2024-05-23 18:24:27 id_st = None
2024-05-23 18:24:28 skip_battle = None
2024-05-23 18:24:28 id_st = None
2024-05-23 18:24:28 skip_battle = None
2024-05-23 18:24:28 id_st = None
2024-05-23 18:24:29 skip_battle = None
2024-05-23 18:24:29 id_st = None
2024-05-23 18:24:29 skip_battle = None
2024-05-23 18:24:29 id_st = None
2024-05-23 18:24:30 skip_battle = None
2024-05-23 18:24:30 id_st = None
2024-05-23 18:24:30 skip_battle = None
2024-05-23 18:24:30 id_st = None
2024-05-23 18:24:30 skip_battle = None
2024-05-23 18:24:31 id_st = None
2024-05-23 18:24:31 skip_battle = None
2024-05-23 18:24:31 id_st = None
2024-05-23 18:24:31 skip_battle = None
2024-05-23 18:24:31 id_st = None
2024-05-23 18:24:32 skip_battle = None
2024-05-23 18:24:32 id_st = None
2024-05-23 18:24:32 skip_battle = None
2024-05-23 18:24:32 id_st = None
2024-05-23 18:24:33 skip_battle = None
2024-05-23 18:24:33 id_st = None
2024-05-23 18:24:33 skip_battle = None
2024-05-23 18:24:33 id_st = None
2024-05-23 18:24:34 skip_battle = None
2024-05-23 18:24:34 id_st = None
2024-05-23 18:24:34 skip_battle = None
2024-05-23 18:24:34 id_st = None
2024-05-23 18:24:35 skip_battle = None
2024-05-23 18:24:35 id_st = None
2024-05-23 18:24:35 skip_battle = None
2024-05-23 18:24:35 id_st = None
2024-05-23 18:24:36 skip_battle = None
2024-05-23 18:24:36 id_st = Point(x=409, y=686)
2024-05-23 18:24:36 ст. Парк культуры кр
2024-05-23 18:24:37 touring.event_gifts
2024-05-23 18:24:38 pos_gift = None
2024-05-23 18:24:38 pos_gift = None
2024-05-23 18:24:38 touring.traffic_on_the_map
2024-05-23 18:24:38 touring.to_map
2024-05-23 18:24:39 turgenev_st = None
2024-05-23 18:24:44 ev_map = 0
2024-05-23 18:24:44 pos_stan = Point(x=361, y=559), stan[1] = img/tonelli/k_Frunze.png
2024-05-23 18:24:44 touring.poisk
2024-05-23 18:24:46 point_poisk = Point(x=361, y=560), confidence_poisk = 0.98
2024-05-23 18:24:46 fun.move_to_click
2024-05-23 18:24:48 touring.tunnel_events
2024-05-23 18:24:49 id_st = None
2024-05-23 18:24:49 info = Point(x=125, y=158)
2024-05-23 18:24:49 skip_battle = None
2024-05-23 18:24:49 id_st = None
2024-05-23 18:24:50 skip_battle = None
2024-05-23 18:24:50 id_st = None
2024-05-23 18:24:50 skip_battle = None
2024-05-23 18:24:50 id_st = None
2024-05-23 18:24:51 skip_battle = None
2024-05-23 18:24:51 id_st = None
2024-05-23 18:24:51 skip_battle = None
2024-05-23 18:24:51 id_st = None
2024-05-23 18:24:52 skip_battle = None
2024-05-23 18:24:52 id_st = None
2024-05-23 18:24:53 skip_battle = None
2024-05-23 18:24:54 id_st = None
2024-05-23 18:24:55 skip_battle = None
2024-05-23 18:24:55 id_st = None
2024-05-23 18:24:55 skip_battle = None
2024-05-23 18:24:55 id_st = None
2024-05-23 18:24:56 skip_battle = None
2024-05-23 18:24:56 id_st = None
2024-05-23 18:24:56 skip_battle = None
2024-05-23 18:24:56 id_st = None
2024-05-23 18:24:56 skip_battle = None
2024-05-23 18:24:57 id_st = None
2024-05-23 18:24:57 skip_battle = None
2024-05-23 18:24:57 id_st = None
2024-05-23 18:24:57 skip_battle = None
2024-05-23 18:24:57 id_st = None
2024-05-23 18:24:58 skip_battle = None
2024-05-23 18:24:58 id_st = None
2024-05-23 18:24:58 skip_battle = None
2024-05-23 18:24:58 id_st = None
2024-05-23 18:24:59 skip_battle = Point(x=433, y=114)
2024-05-23 18:24:59 raptor = Point(x=807, y=150)
2024-05-23 18:24:59 arachne = None
2024-05-23 18:24:59 krysa = None
2024-05-23 18:24:59 kiki = None
2024-05-23 18:24:59 station_master.enemy_battle
2024-05-23 18:24:59  поиск battle_end, skip_battle, dog
2024-05-23 18:25:00 dog = Point(x=80, y=619)
2024-05-23 18:25:00 нажал на собаку
2024-05-23 18:25:00 fun.move_to_click
2024-05-23 18:25:02 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:25:04 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:25:04 skip_battle = Point(x=432, y=115)
2024-05-23 18:25:04 fun.move_to_click
2024-05-23 18:25:08 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:25:09 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:25:10 нажать закрыть в конце боя
2024-05-23 18:25:10 fun.push_close_all_
2024-05-23 18:25:10 fun.close_popup_window
2024-05-23 18:25:10 fun.push_close
2024-05-23 18:25:10 fun.move_to_click
2024-05-23 18:25:14 skip_battle1_end_ver = None
2024-05-23 18:25:14 выход из 'enemy_battle
2024-05-23 18:25:14 id_st = None
2024-05-23 18:25:14 skip_battle = None
2024-05-23 18:25:14 id_st = None
2024-05-23 18:25:14 skip_battle = None
2024-05-23 18:25:15 id_st = None
2024-05-23 18:25:15 skip_battle = None
2024-05-23 18:25:15 id_st = None
